Detail,Player,Season,Team,AVG,G,AB,R,H,2B,3B,HR,RBI,TB,BB,IBB,HP,SO,SF,SH,SB,CS,OBP,SLG,OPS,E
-,"DeGrace, Kyle",PLAYOFFS 2017,Barrie,.417,8,36,12,15,4,0,1,9,22,4,0,2,1,0,0,3,0,.500,.611,1.111,0
-,"DeSouza, Nate",PLAYOFFS 2017,Brantford,.261,11,46,2,12,2,0,0,5,14,1,0,0,15,0,0,1,0,.277,.304,.581,1
-,"Dennis, Chris",PLAYOFFS 2017,Brantford,.279,11,43,4,12,3,0,1,9,18,5,0,0,13,0,0,0,0,.354,.419,.773,1
-,"Dhue, Brandon",PLAYOFFS 2017,Barrie,.667,1,3,2,2,1,0,0,0,3,2,0,0,0,0,0,0,0,.800,1.000,1.800,0
-,"Dicenzo, Marcus",PLAYOFFS 2017,Hamilton,.050,6,20,1,1,0,0,0,0,1,0,0,0,11,0,0,0,0,.050,.050,.100,0
-,"Douse, Ryan",PLAYOFFS 2017,Kitchener,.000,3,4,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,.200,.000,.200,0
-,"Doyle, Robert",PLAYOFFS 2017,London,.211,6,19,3,4,0,0,0,2,4,1,0,0,4,0,0,0,0,.250,.211,.461,0
-,"Foden, Jake",PLAYOFFS 2017,Hamilton,.273,3,11,1,3,1,0,0,0,4,1,0,0,4,0,0,0,0,.333,.364,.697,0
*,"Freemantle, Ryan",PLAYOFFS 2017,Burlington,.267,4,15,2,4,0,0,0,1,4,2,0,0,2,0,0,0,0,.353,.267,.620,0
*,"Garton, Josh",PLAYOFFS 2017,Kitchener,.226,8,31,4,7,0,0,1,4,10,4,0,2,8,2,0,0,1,.333,.323,.656,1
*,"Gideon, Justin",PLAYOFFS 2017,Burlington,.316,5,19,3,6,0,0,1,2,9,0,0,1,1,1,0,4,0,.333,.474,.807,2
*,"Gordner, Colin",PLAYOFFS 2017,Kitchener,.160,8,25,1,4,0,0,0,3,4,2,0,0,6,0,2,0,0,.222,.160,.382,1
*,"Gordner, Mike",PLAYOFFS 2017,Kitchener,.357,14,56,17,20,4,0,4,11,36,9,0,1,9,1,1,0,0,.448,.643,1.091,6
-,"Gormandy, Kyle",PLAYOFFS 2017,London,.323,9,31,2,10,1,0,1,8,14,0,0,0,5,2,0,0,0,.303,.452,.755,0
*,"Hardie, Tyler",PLAYOFFS 2017,Toronto,.231,4,13,0,3,0,0,0,3,3,1,0,0,0,1,0,0,0,.267,.231,.497,0
*,"Hart, Mike",PLAYOFFS 2017,Hamilton,.333,6,24,8,8,0,0,3,5,17,1,0,1,2,0,0,2,0,.385,.708,1.093,1
-,"Hauck, Christian",PLAYOFFS 2017,Burlington,.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,1
#,"Hussey, Kevin",PLAYOFFS 2017,Burlington,.286,4,14,1,4,0,0,0,3,4,1,0,0,0,0,0,0,0,.333,.286,.619,1
-,"Infante, Branfy",PLAYOFFS 2017,Barrie,.333,8,30,7,10,3,0,0,5,13,5,0,1,7,1,0,4,0,.432,.433,.866,5
*,"Interisano, Justin",PLAYOFFS 2017,Kitchener,.292,13,48,8,14,1,0,3,14,24,6,0,4,12,0,0,0,0,.414,.500,.914,2
*,"Jagdeo, Daniel",PLAYOFFS 2017,Brantford,.186,11,43,3,8,1,0,2,6,15,1,0,0,19,0,0,1,0,.205,.349,.553,0
-,"Johnson, Julian",PLAYOFFS 2017,Toronto,.188,5,16,2,3,2,0,1,3,8,0,0,0,3,0,0,0,0,.188,.500,.688,1
-,"Kandel, Keith",PLAYOFFS 2017,London,.077,10,26,1,2,0,0,0,1,2,0,0,1,9,1,0,0,0,.107,.077,.184,1
-,"Kauer, Blake",PLAYOFFS 2017,Brantford,.500,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,.500,.500,1.000,0
-,"Koziol, Dennon",PLAYOFFS 2017,Brantford,.167,4,6,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,.167,.167,.333,0
-,"La Rosa, Yulexis",PLAYOFFS 2017,Kitchener,.256,10,43,8,11,1,0,1,5,15,4,0,0,4,0,0,0,0,.319,.349,.668,2
-,"Lamb, Cooper",PLAYOFFS 2017,Burlington,1.000,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.000,1.000,2.000,0
-,"Lewis, Connor",PLAYOFFS 2017,Toronto,.286,6,21,5,6,1,0,0,3,7,1,0,1,3,0,1,3,0,.348,.333,.681,0
-,"Lewis, Steve",PLAYOFFS 2017,Barrie,.192,8,26,6,5,1,0,0,1,6,10,0,1,5,0,0,1,0,.432,.231,.663,0
*,"MacLeod, Jeff",PLAYOFFS 2017,Kitchener,.190,13,42,4,8,0,0,0,2,8,8,0,0,10,0,0,0,0,.320,.190,.510,1
-,"Marco, Greg",PLAYOFFS 2017,Hamilton,.143,3,7,1,1,0,0,0,0,1,1,0,1,3,0,0,0,0,.333,.143,.476,1
-,"Marra, Dan",PLAYOFFS 2017,Toronto,.130,7,23,3,3,1,0,0,2,4,5,0,0,1,0,1,1,0,.286,.174,.460,2
-,"Marra, Justin",PLAYOFFS 2017,Toronto,.286,7,28,4,8,2,0,3,8,19,5,1,0,6,0,0,0,0,.394,.679,1.073,2
*,"Mastervick, Nate",PLAYOFFS 2017,Hamilton,.286,4,14,3,4,2,0,1,3,9,0,0,0,0,0,0,1,0,.286,.643,.929,0
-,"McCue, Matt",PLAYOFFS 2017,Burlington,.091,4,11,1,1,0,0,0,1,1,1,0,0,3,0,0,0,0,.167,.091,.258,1
-,"McQueen, Chris",PLAYOFFS 2017,London,.390,10,41,11,16,2,1,0,5,20,3,0,1,4,0,1,6,2,.444,.488,.932,4
*,"Mercier, Andrew",PLAYOFFS 2017,Burlington,.176,5,17,1,3,1,0,0,3,4,0,0,0,3,2,0,0,0,.158,.235,.393,0
*,"Mitchell, Connor",PLAYOFFS 2017,Kitchener,.000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
-,"Mombourquette, Cody",PLAYOFFS 2017,Brantford,.263,11,38,6,10,1,0,0,4,11,3,0,2,3,0,1,3,0,.349,.289,.638,2
-,"Morro, Conner",PLAYOFFS 2017,Barrie,.174,6,23,4,4,1,0,0,2,5,3,0,0,3,0,1,0,0,.269,.217,.487,1
-,"Murphy, Callum",PLAYOFFS 2017,Hamilton,.200,5,15,1,3,2,0,0,1,5,2,0,2,5,0,0,0,0,.368,.333,.702,3
-,"Murray, Ricky",PLAYOFFS 2017,Brantford,.186,11,43,5,8,4,0,0,2,12,5,0,0,10,0,0,1,0,.271,.279,.550,2
-,"Nivins, Tanner",PLAYOFFS 2017,Kitchener,.322,14,59,10,19,4,0,3,11,32,7,0,1,13,0,0,1,0,.403,.542,.945,2
-,"OFarrell, Reese",PLAYOFFS 2017,Burlington,.267,4,15,0,4,0,0,0,3,4,0,0,0,3,0,0,0,0,.267,.267,.533,0
*,"Odd, Adam",PLAYOFFS 2017,Toronto,.286,6,21,6,6,1,0,1,4,10,4,0,0,3,0,0,2,0,.400,.476,.876,1
-,"Okawa, Grant",PLAYOFFS 2017,Burlington,.083,4,12,0,1,0,0,0,0,1,1,0,0,4,0,0,0,0,.154,.083,.237,1
-,"Orchard, Zac",PLAYOFFS 2017,Toronto,.355,7,31,5,11,0,0,0,3,11,2,0,0,7,0,0,2,0,.394,.355,.749,0
-,"Pettipiece, Nolan",PLAYOFFS 2017,Burlington,.000,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.200,.000,.200,0
-,"Pietraszko, Jeff",PLAYOFFS 2017,Kitchener,.250,7,20,6,5,1,0,1,5,9,3,0,2,4,0,0,0,0,.400,.450,.850,0
*,"Reichstein, Byron",PLAYOFFS 2017,London,.455,9,33,13,15,3,1,2,11,26,5,0,1,10,1,0,2,1,.525,.788,1.313,0
-,"Reilly, Sean",PLAYOFFS 2017,Kitchener,.356,15,59,17,21,1,0,6,28,40,12,0,2,8,1,0,0,0,.473,.678,1.151,0
*,"Rijo, Ryan",PLAYOFFS 2017,Barrie,.500,4,14,3,7,1,0,2,7,14,1,0,0,2,0,0,0,0,.533,1.000,1.533,0
*,"Rizquez, Andris",PLAYOFFS 2017,Brantford,.311,11,45,6,14,3,2,0,3,21,0,0,2,8,0,0,1,1,.340,.467,.807,1
-,"Ruiz, Humberto",PLAYOFFS 2017,London,.222,5,9,3,2,0,0,0,0,2,2,0,1,3,0,0,2,0,.417,.222,.639,0
-,"Sabourin, Brett",PLAYOFFS 2017,London,.333,4,6,1,2,0,0,0,0,2,1,0,0,1,0,0,0,0,.429,.333,.762,0
*,"Schmidt, Matt",PLAYOFFS 2017,Burlington,.250,5,20,4,5,1,0,1,2,9,0,0,0,2,0,0,1,0,.250,.450,.700,1
*,"Silvestri, Santino",PLAYOFFS 2017,Kitchener,.000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.000,.000,1.000,0
*,"Sims, Jacob",PLAYOFFS 2017,Hamilton,.091,3,11,2,1,0,0,1,4,4,0,0,1,4,0,0,0,0,.167,.364,.530,0
-,"Solazzo, Johnathan",PLAYOFFS 2017,Toronto,.367,7,30,7,11,2,0,0,5,13,2,0,0,4,0,0,0,1,.406,.433,.840,1
*,"Spataro, Ryan",PLAYOFFS 2017,Barrie,.314,8,35,13,11,3,0,1,5,17,8,1,1,6,0,0,1,0,.455,.486,.940,1
*,"Stewart, Logan",PLAYOFFS 2017,Hamilton,.125,5,16,0,2,1,0,0,4,3,1,0,0,4,1,0,0,0,.167,.188,.354,1
*,"Szpik, Daniel",PLAYOFFS 2017,Toronto,.235,5,17,1,4,0,0,0,3,4,1,0,0,4,0,0,1,0,.278,.235,.513,0
-,"Vanderby, David",PLAYOFFS 2017,Hamilton,.250,2,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,.250,.250,.500,1
*,"Waltenbury, Jon",PLAYOFFS 2017,Toronto,.308,4,13,5,4,0,0,0,2,4,3,0,0,3,0,0,0,0,.438,.308,.745,0
-,"Weisdorf, Zev",PLAYOFFS 2017,London,.333,5,9,1,3,0,0,0,1,3,0,0,0,1,0,0,0,0,.333,.333,.667,1
-,"Whaley, John",PLAYOFFS 2017,Burlington,.143,4,14,4,2,0,0,0,0,2,2,0,0,3,0,0,0,0,.250,.143,.393,0
-,"White, Ryan",PLAYOFFS 2017,Toronto,.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.000,.000,1.000,0
-,"Adoranti, Kyle",SUMMER 2017,Hamilton,.000,2,6,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,.000,.000,.000,0
-,"Alarcon, Kingsley",SUMMER 2017,Guelph,.200,15,50,5,10,2,0,0,4,12,4,0,0,8,0,1,1,0,.259,.240,.499,5
-,"Ambrose, Michael",SUMMER 2017,London,.310,28,87,26,27,5,0,3,21,41,17,0,9,17,1,2,1,0,.465,.471,.936,2
-,"Andrulis, Mike",SUMMER 2017,Kitchener,.267,29,101,20,27,1,0,0,9,28,12,0,1,10,1,2,4,1,.348,.277,.625,3
-,"Arteaga, Carlos",SUMMER 2017,London,.254,31,118,20,30,6,1,0,11,38,9,0,5,26,0,2,4,3,.333,.322,.655,5
-,"Atkinson, Kevin",SUMMER 2017,Barrie,.270,33,122,30,33,7,0,6,34,58,24,0,12,21,1,0,1,1,.434,.475,.909,5
-,"Baker, LeJon",SUMMER 2017,London,.282,33,124,24,35,11,0,3,21,55,11,0,6,51,2,2,6,3,.364,.444,.807,0
-,"Baker, TJ",SUMMER 2017,Hamilton,.315,19,73,22,23,5,0,6,23,46,15,0,1,19,2,0,3,1,.429,.630,1.059,2
#,"Beer, Chris",SUMMER 2017,Hamilton,.285,31,123,29,35,4,1,2,15,47,11,0,6,30,1,0,4,0,.369,.382,.751,11
1,"Bent, Quinton",SUMMER 2017,Guelph,.255,12,51,9,13,5,0,0,4,18,4,0,0,12,1,0,1,0,.304,.353,.657,4
2,"Bent, Quinton",SUMMER 2017,Burlington,.368,6,19,6,7,1,0,0,3,8,3,0,0,2,0,0,0,0,.455,.421,.876,1
*,"Bishop, Darek",SUMMER 2017,Hamilton,.000,1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,.000,.000,.000,0
-,"Borroto, Yorbis",SUMMER 2017,Kitchener,.389,34,144,46,56,10,0,6,37,84,30,0,3,13,0,0,14,3,.503,.583,1.086,3
-,"Bostick, Benjamin",SUMMER 2017,Brantford,.331,31,127,37,42,5,2,0,16,51,24,0,2,20,2,0,13,5,.439,.402,.840,9
-,"Bowie, Connor",SUMMER 2017,Hamilton,.348,25,92,21,32,7,2,3,21,52,11,0,0,14,3,0,7,1,.406,.565,.971,0
-,"Brownlee, Cleveland",SUMMER 2017,London,.256,31,121,18,31,5,0,6,29,54,5,2,7,31,1,0,0,0,.321,.446,.767,1
*,"Bryant, Justin",SUMMER 2017,Barrie,.176,8,17,1,3,1,0,1,6,7,1,0,0,5,1,0,0,0,.211,.412,.622,0
-,"Buntrock, Tristan",SUMMER 2017,London,.170,23,47,10,8,0,0,0,5,8,11,0,1,14,0,1,2,2,.339,.170,.509,0
-,"Burdett, Nic",SUMMER 2017,Brantford,.326,32,129,18,42,3,0,2,26,51,13,1,2,25,2,0,0,1,.390,.395,.786,2
-,"Burk, Mike",SUMMER 2017,Brantford,.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
-,"Carrington, Greg",SUMMER 2017,Toronto,.266,23,79,12,21,4,0,0,8,25,5,0,1,13,0,1,3,0,.318,.316,.634,4
-,"Castaldo, Jordan",SUMMER 2017,Barrie,.333,32,126,28,42,7,0,3,38,58,24,1,3,20,3,0,1,0,.442,.460,.903,4
*,"Caughey, Trevor",SUMMER 2017,Toronto,.000,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,.000,.000,.000,1
-,"Cecchetto, Mike",SUMMER 2017,Toronto,.500,2,4,2,2,0,0,2,5,8,0,0,0,0,1,0,0,0,.400,2.000,2.400,0
*,"Chernenko, Jordan",SUMMER 2017,Brantford,.000,2,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,.000,.000,.000,0
-,"Chessell, Eddie",SUMMER 2017,Burlington,.250,23,72,8,18,1,0,0,6,19,6,0,1,9,0,0,1,0,.316,.264,.580,10
-,"Chiaravalle, Jake",SUMMER 2017,Hamilton,.319,21,72,16,23,4,0,4,11,39,8,0,0,26,0,0,2,0,.388,.542,.929,1
-,"Cina, Zarley",SUMMER 2017,Kitchener,.324,22,71,11,23,3,0,1,12,29,4,0,2,4,1,1,0,0,.372,.408,.780,2
-,"Cowan, Jeff",SUMMER 2017,Barrie,.330,29,106,22,35,3,0,0,21,38,18,0,2,11,1,2,1,1,.433,.358,.792,0
-,"Cummins, Ethan",SUMMER 2017,Burlington,.083,13,24,6,2,0,0,0,0,2,3,0,3,8,0,0,0,0,.267,.083,.350,5
-,"Custodio, Claudio",SUMMER 2017,Barrie,.500,6,22,12,11,1,1,0,5,14,8,0,0,1,0,0,1,0,.633,.636,1.270,2
-,"Dailey, Brandon",SUMMER 2017,Brantford,.206,29,107,10,22,1,0,1,8,26,22,1,2,29,1,0,2,1,.348,.243,.591,12
-,"Dallas-Blackburn, Na",SUMMER 2017,Guelph,.000,2,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,.000,.000,.000,0
-,"Daring, Troy",SUMMER 2017,Toronto,.000,3,3,3,0,0,0,0,0,0,2,0,1,2,0,0,0,0,.500,.000,.500,0
*,"De Los Santos, Pedro",SUMMER 2017,Toronto,.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,1
-,"DeGrace, Kyle",SUMMER 2017,Barrie,.333,31,132,30,44,8,1,3,32,63,15,0,4,16,3,1,4,0,.409,.477,.886,1
-,"DeLong, Mike",SUMMER 2017,London,.000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,0
-,"DeSouza, Nate",SUMMER 2017,Brantford,.279,33,129,24,36,12,0,4,17,60,19,0,2,22,1,0,3,2,.377,.465,.843,1
-,"Dennis, Chris",SUMMER 2017,Brantford,.305,29,118,25,36,6,0,5,26,57,15,0,2,22,0,0,3,1,.393,.483,.876,3
-,"Dhue, Brandon",SUMMER 2017,Barrie,.260,21,50,19,13,1,0,2,8,20,9,0,2,10,1,1,1,0,.387,.400,.787,2
-,"Dicenzo, Marcus",SUMMER 2017,Hamilton,.203,23,74,10,15,1,0,0,3,16,12,0,2,23,0,1,4,0,.330,.216,.546,7
-,"Doumani, Reece",SUMMER 2017,Brantford,.000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.000,.000,1.000,0
-,"Douse, Ryan",SUMMER 2017,Kitchener,.205,18,44,9,9,2,0,0,7,11,9,0,3,14,1,0,0,0,.368,.250,.618,0
-,"Doyle, Robert",SUMMER 2017,London,.238,11,21,4,5,0,0,0,3,5,4,0,1,4,0,0,1,0,.385,.238,.623,0
*,"Dziomba, Jon",SUMMER 2017,Hamilton,.406,15,64,16,26,1,1,3,13,38,3,0,1,7,1,0,10,1,.435,.594,1.029,7
-,"Ejoh, Canice",SUMMER 2017,Burlington,.279,25,104,24,29,5,1,1,17,39,14,0,1,17,1,0,10,1,.367,.375,.742,1
-,"Entenza, Noelvis",SUMMER 2017,Kitchener,.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,1
-,"Ferrington, Braeden",SUMMER 2017,London,.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
-,"Foden, Jake",SUMMER 2017,Hamilton,.299,23,87,13,26,4,0,0,6,30,8,0,1,26,0,0,2,0,.365,.345,.709,1
-,"Forgrave, Jake",SUMMER 2017,Guelph,.200,5,15,1,3,1,0,0,1,4,2,0,0,2,1,1,0,0,.278,.267,.544,3
*,"Freemantle, Ryan",SUMMER 2017,Burlington,.302,23,86,15,26,5,0,1,17,34,11,0,6,14,0,0,2,1,.417,.395,.813,4
*,"Garcia, Brandon",SUMMER 2017,Barrie,.333,3,6,1,2,0,0,0,7,2,2,0,0,1,0,0,0,0,.500,.333,.833,1
*,"Garner, Adam",SUMMER 2017,Toronto,.200,2,5,1,1,0,0,0,1,1,1,0,0,2,0,0,0,0,.333,.200,.533,0
*,"Garton, Josh",SUMMER 2017,Kitchener,.205,10,39,12,8,1,0,4,10,21,5,0,3,9,2,0,2,0,.327,.538,.865,0
-,"Gaspari, Mike",SUMMER 2017,Guelph,.125,5,8,0,1,0,0,0,0,1,2,0,0,2,0,0,0,0,.300,.125,.425,2
-,"Giberson, Ryan",SUMMER 2017,Kitchener,1.000,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.000,1.000,2.000,0
*,"Gideon, Justin",SUMMER 2017,Burlington,.435,32,138,38,60,13,1,8,27,99,20,0,1,19,0,2,18,3,.509,.717,1.227,2
*,"Gordner, Colin",SUMMER 2017,Kitchener,.258,27,97,24,25,3,0,0,14,28,23,0,2,17,1,1,0,0,.407,.289,.695,7
*,"Gordner, Mike",SUMMER 2017,Kitchener,.256,22,90,18,23,2,0,4,23,37,6,0,2,7,4,0,0,0,.304,.411,.715,3
-,"Gormandy, Kyle",SUMMER 2017,London,.260,22,50,7,13,1,0,0,8,14,6,1,1,6,0,3,0,0,.351,.280,.631,0
*,"Hardie, Tyler",SUMMER 2017,Toronto,.343,26,105,17,36,1,0,4,23,49,7,0,0,8,3,0,0,0,.374,.467,.841,3
1*,"Hart, Mike",SUMMER 2017,Guelph,.317,12,41,15,13,2,1,2,8,23,7,0,5,12,1,0,5,1,.463,.561,1.024,1
2*,"Hart, Mike",SUMMER 2017,Hamilton,.371,19,62,9,23,2,0,3,21,34,6,1,3,8,2,0,3,0,.438,.548,.987,2
-,"Hillier, Brandon",SUMMER 2017,Burlington,.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,0
#,"Hussey, Kevin",SUMMER 2017,Burlington,.169,24,77,8,13,2,0,3,8,24,12,0,2,19,0,1,0,0,.297,.312,.608,1
-,"Infante, Branfy",SUMMER 2017,Barrie,.273,32,121,34,33,10,0,5,25,58,13,0,10,19,1,1,7,0,.386,.479,.866,6
*,"Interisano, Justin",SUMMER 2017,Kitchener,.336,34,131,27,44,7,0,8,31,75,21,0,5,24,3,0,1,0,.438,.573,1.010,1
*,"Jackson, Glenn",SUMMER 2017,Barrie,.270,27,100,16,27,2,0,0,18,29,12,1,3,10,2,1,9,1,.359,.290,.649,0
*,"Jagdeo, Daniel",SUMMER 2017,Brantford,.324,28,111,17,36,5,0,5,31,56,15,0,0,24,4,0,0,1,.392,.505,.897,0
-,"Johnson, Julian",SUMMER 2017,Toronto,.327,16,49,11,16,1,0,1,10,20,12,0,2,16,1,0,0,0,.469,.408,.877,6
-,"Kandel, Keith",SUMMER 2017,London,.212,33,113,25,24,1,1,1,16,30,23,0,2,25,2,4,13,4,.350,.265,.615,8
-,"Kauer, Blake",SUMMER 2017,Guelph,.205,13,44,5,9,1,0,0,1,10,2,0,0,16,0,0,1,0,.239,.227,.466,3
-,"Kauer, Blake",SUMMER 2017,Brantford,.171,12,41,3,7,1,0,1,4,11,2,0,0,11,1,0,0,0,.205,.268,.473,1
-,"Keys, Brendan",SUMMER 2017,Toronto,.233,17,60,9,14,2,0,0,6,16,6,0,0,7,1,3,1,0,.299,.267,.565,3
1,"Kidd, Marquis",SUMMER 2017,Guelph,.346,14,52,5,18,4,0,0,11,22,3,0,1,14,1,1,0,0,.386,.423,.809,1
2,"Kidd, Marquis",SUMMER 2017,Burlington,.333,8,9,6,3,2,0,0,1,5,5,0,1,4,0,0,0,0,.600,.556,1.156,0
-,"Koziol, Dennon",SUMMER 2017,Brantford,.269,25,67,12,18,2,0,1,12,23,7,0,1,7,1,0,2,1,.342,.343,.685,5
-,"Kuzyk, Branden",SUMMER 2017,Burlington,.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,1
-,"La Rosa, Yulexis",SUMMER 2017,Kitchener,.378,33,135,26,51,4,0,4,23,67,5,0,1,14,4,1,1,0,.393,.496,.889,3
-,"Lamb, Cooper",SUMMER 2017,Burlington,.302,16,53,5,16,4,0,1,10,23,3,0,0,12,2,0,0,0,.328,.434,.762,6
-,"Langille, Mark",SUMMER 2017,Guelph,.091,7,11,0,1,0,0,0,0,1,2,0,0,6,0,2,0,0,.231,.091,.322,1
-,"Leader, Andy",SUMMER 2017,Kitchener,.180,20,61,13,11,3,0,2,7,20,6,0,1,11,0,0,0,0,.265,.328,.593,0
#,"Leggo, Andrew",SUMMER 2017,Burlington,.241,12,29,3,7,1,0,0,3,8,5,0,1,8,0,0,4,0,.371,.276,.647,7
-,"Lewis, Connor",SUMMER 2017,Toronto,.244,20,90,18,22,1,0,0,10,23,7,0,2,13,2,0,4,0,.307,.256,.562,1
-,"Lewis, Steve",SUMMER 2017,Barrie,.235,21,68,14,16,5,0,1,18,24,13,0,1,13,3,1,1,0,.353,.353,.706,0
-,"Locke, Chris",SUMMER 2017,Brantford,.000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,0
-,"MacLeod, Jeff",SUMMER 2017,Guelph,.208,13,48,3,10,0,0,1,3,13,3,0,4,5,0,0,0,1,.309,.271,.580,1
*,"MacLeod, Jeff",SUMMER 2017,Kitchener,.294,14,34,7,10,4,0,2,7,20,3,0,1,6,0,0,0,0,.368,.588,.957,1
-,"Magee, Justice",SUMMER 2017,Hamilton,.250,4,12,0,3,0,0,0,0,3,0,0,0,3,0,0,1,0,.250,.250,.500,0
-,"Marco, Greg",SUMMER 2017,Hamilton,.193,26,88,7,17,0,0,0,6,17,4,0,2,24,1,1,2,3,.242,.193,.435,10
-,"Marra, Adam",SUMMER 2017,Toronto,.273,4,11,1,3,0,0,0,3,3,2,0,0,2,0,0,0,0,.385,.273,.657,2
-,"Marra, Dan",SUMMER 2017,Toronto,.284,29,116,19,33,2,0,1,16,38,16,0,3,13,2,1,3,1,.380,.328,.707,5
-,"Marra, Justin",SUMMER 2017,Toronto,.283,30,127,32,36,7,0,5,26,58,25,4,2,28,1,0,2,0,.406,.457,.863,9
*,"Mastervick, Nate",SUMMER 2017,Hamilton,.238,25,84,20,20,6,0,1,9,29,15,0,4,19,2,0,9,2,.371,.345,.717,3
-,"McCue, Matt",SUMMER 2017,Burlington,.176,11,17,2,3,0,0,0,3,3,4,0,1,11,0,0,0,0,.364,.176,.540,0
-,"McGovern, Matt",SUMMER 2017,Kitchener,.333,1,3,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,.600,.333,.933,0
-,"McQueen, Chris",SUMMER 2017,London,.347,31,121,32,42,5,1,0,17,49,22,0,2,15,1,1,15,7,.452,.405,.857,6
*,"McQuinn, Brad",SUMMER 2017,Burlington,.000,4,9,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,.100,.000,.100,0
*,"Mercier, Andrew",SUMMER 2017,Burlington,.265,20,49,2,13,0,0,1,5,16,2,0,0,8,1,0,0,0,.288,.327,.615,0
*,"Mitchell, Connor",SUMMER 2017,Kitchener,.500,8,6,2,3,0,0,0,1,3,1,0,0,2,0,0,0,1,.571,.500,1.071,0
-,"Mombourquette, Cody",SUMMER 2017,Brantford,.180,30,100,16,18,2,0,0,5,20,16,0,3,9,0,3,4,2,.311,.200,.511,7
-,"Morro, Conner",SUMMER 2017,Barrie,.297,33,118,32,35,4,0,2,21,45,21,0,4,17,2,0,5,0,.414,.381,.795,10
-,"Murphy, Callum",SUMMER 2017,Hamilton,.207,16,58,8,12,2,0,1,13,17,7,0,1,18,1,1,0,0,.299,.293,.592,7
-,"Murray, Ricky",SUMMER 2017,Brantford,.316,32,136,14,43,6,0,1,20,52,18,0,1,27,0,0,4,2,.400,.382,.782,6
-,"Nakashima, Chris",SUMMER 2017,Guelph,.231,12,39,3,9,5,0,0,2,14,6,0,0,10,1,0,0,0,.326,.359,.685,1
-,"Nivins, Tanner",SUMMER 2017,Kitchener,.365,25,85,28,31,2,1,8,28,59,20,0,3,13,3,0,1,0,.486,.694,1.181,2
-,"OFarrell, Reese",SUMMER 2017,Burlington,.205,15,39,5,8,2,0,0,1,10,4,0,1,2,0,0,0,0,.295,.256,.552,2
*,"Odd, Adam",SUMMER 2017,Toronto,.256,21,82,14,21,4,0,0,7,25,5,0,0,16,1,0,0,0,.295,.305,.600,14
-,"Okawa, Grant",SUMMER 2017,Burlington,.200,18,60,8,12,4,0,0,1,16,5,0,1,7,0,1,0,1,.273,.267,.539,8
-,"Orchard, Zac",SUMMER 2017,Toronto,.456,17,57,16,26,4,1,4,20,44,6,0,3,10,1,0,0,1,.522,.772,1.294,1
-,"Pettipiece, Nolan",SUMMER 2017,Burlington,.337,28,95,17,32,6,0,1,12,41,10,0,1,16,0,1,1,1,.406,.432,.837,6
-,"Pietraszko, Jeff",SUMMER 2017,Kitchener,.233,12,30,8,7,2,0,1,6,12,7,0,0,6,1,0,0,2,.368,.400,.768,2
-,"Pilarczyk, Matthew",SUMMER 2017,Guelph,.200,11,30,2,6,0,0,0,4,6,4,0,0,8,1,0,1,0,.286,.200,.486,4
-,"Procopio, Chris",SUMMER 2017,Toronto,.313,3,16,4,5,0,0,2,5,11,0,0,0,5,0,0,0,0,.313,.688,1.000,2
-,"Ramey, Brody",SUMMER 2017,Brantford,.167,3,6,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,.286,.167,.452,1
*,"Reichstein, Byron",SUMMER 2017,London,.327,28,101,29,33,8,3,6,33,65,16,1,8,34,0,0,5,0,.456,.644,1.100,3
